x,y,rho,contact,casualty,pressure
2.62,0.12,0.2585,0.0000,0.00000,0.20486
2.88,0.12,0.5437,0.0000,0.00000,0.34609
3.12,0.12,0.8169,0.0000,0.00000,0.39257
3.38,0.12,0.8398,0.0000,0.00000,0.33229
3.62,0.12,0.7408,0.0000,0.00000,0.31545
3.88,0.12,0.7664,0.0000,0.00000,0.35744
4.12,0.12,0.8430,0.0000,0.00000,0.37018
4.38,0.12,0.8282,0.0000,0.00000,0.34870
4.62,0.12,0.7891,0.0000,0.00000,0.34851
4.88,0.12,0.8062,0.0002,0.00000,0.37014
5.12,0.12,0.8310,0.0003,0.00000,0.37413
5.38,0.12,0.8256,0.0002,0.00000,0.36631
5.62,0.12,0.8144,0.0001,0.00000,0.36688
5.88,0.12,0.8057,0.0005,0.00000,0.37032
6.12,0.12,0.8299,0.0008,0.00000,0.39238
6.38,0.12,0.8530,0.0005,0.00000,0.41668
6.62,0.12,0.8478,0.0001,0.00000,0.42870
6.88,0.12,0.8802,0.0000,0.00000,0.48147
7.12,0.12,0.7584,0.0000,0.00000,0.45223
7.38,0.12,0.4552,0.0000,0.00000,0.28640
2.62,0.38,0.4494,0.0000,0.00000,0.34316
2.88,0.38,0.9085,0.0000,0.00000,0.58617
3.12,0.38,1.3202,0.0000,0.00000,0.66825
3.38,0.38,1.3314,0.0000,0.00000,0.54818
3.62,0.38,1.1484,0.0000,0.00000,0.49091
3.88,0.38,1.1699,0.0000,0.00000,0.55197
4.12,0.38,1.2955,0.0000,0.00000,0.57985
4.38,0.38,1.2810,0.0000,0.00000,0.54358
4.62,0.38,1.2186,0.0001,0.00000,0.53712
4.88,0.38,1.2427,0.0003,0.00000,0.57445
5.12,0.38,1.2783,0.0005,0.00000,0.58532
5.38,0.38,1.2762,0.0003,0.00000,0.57579
5.62,0.38,1.2635,0.0002,0.00000,0.57751
5.88,0.38,1.2567,0.0006,0.00000,0.58266
6.12,0.38,1.2892,0.0010,0.00000,0.61420
6.38,0.38,1.2783,0.0006,0.00000,0.63092
6.62,0.38,1.2587,0.0002,0.00000,0.62977
6.88,0.38,1.3690,0.0000,0.00000,0.72602
7.12,0.38,1.2136,0.0000,0.00000,0.71034
7.38,0.38,0.7326,0.0000,0.00000,0.46042
2.62,0.62,0.4725,0.0000,0.00000,0.32491
2.88,0.62,0.9733,0.0000,0.00000,0.58891
3.12,0.62,1.4525,0.0000,0.00000,0.71768
3.38,0.62,1.4975,0.0000,0.00000,0.59585
3.62,0.62,1.2762,0.0000,0.00000,0.49131
3.88,0.62,1.2618,0.0000,0.00000,0.53223
4.12,0.62,1.4104,0.0000,0.00000,0.57454
4.38,0.62,1.4188,0.0000,0.00000,0.54422
4.62,0.62,1.3487,0.0001,0.00000,0.52981
4.88,0.62,1.3670,0.0003,0.00000,0.56754
5.12,0.62,1.4038,0.0004,0.00000,0.58486
5.38,0.62,1.4051,0.0002,0.00000,0.58026
5.62,0.62,1.3888,0.0001,0.00000,0.58066
5.88,0.62,1.3904,0.0004,0.00000,0.58846
6.12,0.62,1.4356,0.0008,0.00000,0.62954
6.38,0.62,1.3863,0.0006,0.00000,0.63257
6.62,0.62,1.3638,0.0002,0.00000,0.61301
6.88,0.62,1.5463,0.0000,0.00000,0.72339
7.12,0.62,1.3852,0.0000,0.00000,0.72706
7.38,0.62,0.8295,0.0000,0.00000,0.47642
2.62,0.88,0.2830,0.0000,0.00000,0.16935
2.88,0.88,0.6498,0.0000,0.00000,0.35404
3.12,0.88,1.0804,0.0000,0.00000,0.50291
3.38,0.88,1.2019,0.0000,0.00000,0.45573
3.62,0.88,1.0425,0.0000,0.00000,0.35085
3.88,0.88,0.9918,0.0000,0.00000,0.34719
4.12,0.88,1.1056,0.0000,0.00000,0.38298
4.38,0.88,1.1402,0.0001,0.00000,0.37516
