x,y,rho,contact,casualty,pressure
2.62,0.12,0.3125,0.0058,0.00000,0.22508
2.88,0.12,0.6052,0.0087,0.00000,0.40376
3.12,0.12,0.8483,0.0103,0.00000,0.52615
3.38,0.12,0.9256,0.0173,0.00000,0.55390
3.62,0.12,1.0223,0.0268,0.00000,0.59125
3.88,0.12,1.1526,0.0258,0.00000,0.62909
4.12,0.12,1.1973,0.0227,0.00000,0.58594
4.38,0.12,1.2524,0.0255,0.00000,0.53028
4.62,0.12,1.3301,0.0266,0.00000,0.51170
4.88,0.12,1.3299,0.0236,0.00000,0.48249
5.12,0.12,1.3046,0.0223,0.00000,0.43994
5.38,0.12,1.3257,0.0221,0.00000,0.41272
5.62,0.12,1.3352,0.0210,0.00000,0.39756
5.88,0.12,1.3075,0.0200,0.00000,0.38851
6.12,0.12,1.3468,0.0153,0.00000,0.38929
6.38,0.12,1.3972,0.0156,0.00000,0.39294
6.62,0.12,1.3386,0.1079,0.00000,0.39802
6.88,0.12,1.3232,1.1617,0.00000,0.43173
7.12,0.12,1.1331,5.4464,0.00000,0.40924
7.38,0.12,0.6920,12.0589,0.00000,0.27412
2.62,0.38,0.6017,0.0086,0.00000,0.39196
2.88,0.38,1.1584,0.0144,0.00000,0.71481
3.12,0.38,1.5412,0.0199,0.00000,0.91447
3.38,0.38,1.4848,0.0297,0.00000,0.87816
3.62,0.38,1.4786,0.0395,0.00000,0.84521
3.88,0.38,1.6177,0.0356,0.00000,0.85276
4.12,0.38,1.6106,0.0282,0.00000,0.76332
4.38,0.38,1.5997,0.0286,0.00000,0.66291
4.62,0.38,1.6772,0.0335,0.00000,0.62875
4.88,0.38,1.6896,0.0393,0.00000,0.59431
5.12,0.38,1.6682,0.0439,0.00000,0.54133
5.38,0.38,1.6841,0.0418,0.00000,0.50063
5.62,0.38,1.6927,0.0363,0.00000,0.47789
5.88,0.38,1.6667,0.0321,0.00000,0.46512
6.12,0.38,1.7105,0.0268,0.00000,0.46066
6.38,0.38,1.7347,0.0313,0.00000,0.45447
6.62,0.38,1.6066,0.1527,0.00000,0.44233
6.88,0.38,1.7044,1.5399,0.00000,0.49571
7.12,0.38,1.6617,7.1938,0.00000,0.50775
7.38,0.38,1.1010,15.9216,0.00000,0.35769
2.62,0.62,0.7738,0.0062,0.00000,0.40921
2.88,0.62,1.4869,0.0129,0.00000,0.77095
3.12,0.62,1.9203,0.0220,0.00000,0.99304
3.38,0.62,1.7225,0.0322,0.00000,0.89989
3.62,0.62,1.6395,0.0375,0.00000,0.80626
3.88,0.62,1.8000,0.0322,0.00000,0.79986
4.12,0.62,1.7784,0.0256,0.00000,0.71716
4.38,0.62,1.7328,0.0273,0.00000,0.61621
4.62,0.62,1.7920,0.0341,0.00000,0.57911
4.88,0.62,1.8095,0.0430,0.00000,0.54908
