x,y,rho,contact,casualty,pressure
2.62,0.12,0.0097,0.0000,0.00000,0.00151
2.88,0.12,0.0233,0.0000,0.00000,0.00377
3.12,0.12,0.0389,0.0000,0.00000,0.00604
3.38,0.12,0.0459,0.0000,0.00000,0.00627
3.62,0.12,0.0515,0.0000,0.00000,0.00632
3.88,0.12,0.0595,0.0000,0.00000,0.00719
4.12,0.12,0.0608,0.0000,0.00000,0.00786
4.38,0.12,0.0557,0.0000,0.00000,0.00746
4.62,0.12,0.0540,0.0000,0.00000,0.00765
4.88,0.12,0.0566,0.0000,0.00000,0.00857
5.12,0.12,0.0568,0.0000,0.00000,0.00811
5.38,0.12,0.0508,0.0000,0.00000,0.00636
5.62,0.12,0.0449,0.0000,0.00000,0.00474
5.88,0.12,0.0433,0.0000,0.00000,0.00425
6.12,0.12,0.0458,0.0000,0.00000,0.00454
6.38,0.12,0.0526,0.0000,0.00000,0.00587
6.62,0.12,0.0615,0.0000,0.00000,0.00861
6.88,0.12,0.0615,0.0000,0.00000,0.01045
7.12,0.12,0.0430,0.0000,0.00000,0.00837
7.38,0.12,0.0212,0.0000,0.00000,0.00454
2.62,0.38,0.0262,0.0000,0.00000,0.00413
2.88,0.38,0.0675,0.0000,0.00000,0.01097
3.12,0.38,0.1185,0.0000,0.00000,0.01855
3.38,0.38,0.1408,0.0000,0.00000,0.01994
3.62,0.38,0.1497,0.0000,0.00000,0.01980
3.88,0.38,0.1622,0.0000,0.00000,0.02172
4.12,0.38,0.1633,0.0000,0.00000,0.02274
4.38,0.38,0.1566,0.0000,0.00000,0.02165
4.62,0.38,0.1575,0.0000,0.00000,0.02215
4.88,0.38,0.1616,0.0000,0.00000,0.02401
5.12,0.38,0.1600,0.0000,0.00000,0.02332
5.38,0.38,0.1486,0.0000,0.00000,0.01994
5.62,0.38,0.1352,0.0000,0.00000,0.01686
5.88,0.38,0.1311,0.0000,0.00000,0.01615
6.12,0.38,0.1381,0.0000,0.00000,0.01759
6.38,0.38,0.1550,0.0000,0.00000,0.02198
6.62,0.38,0.1704,0.0000,0.00000,0.03051
6.88,0.38,0.1610,0.0000,0.00000,0.03657
7.12,0.38,0.1117,0.0000,0.00000,0.02920
7.38,0.38,0.0563,0.0000,0.00000,0.01572
2.62,0.62,0.0429,0.0000,0.00000,0.00644
2.88,0.62,0.1234,0.0000,0.00000,0.01852
3.12,0.62,0.2363,0.0000,0.00000,0.03366
3.38,0.62,0.2934,0.0000,0.00000,0.03843
3.62,0.62,0.3004,0.0000,0.00000,0.03785
3.88,0.62,0.3039,0.0000,0.00000,0.03936
4.12,0.62,0.3033,0.0000,0.00000,0.04035
4.38,0.62,0.3026,0.0000,0.00000,0.03926
4.62,0.62,0.3122,0.0000,0.00000,0.03991
4.88,0.62,0.3178,0.0000,0.00000,0.04211
5.12,0.62,0.3126,0.0000,0.00000,0.04188
5.38,0.62,0.2967,0.0000,0.00000,0.03830
5.62,0.62,0.2750,0.0000,0.00000,0.03504
5.88,0.62,0.2661,0.0000,0.00000,0.03459
6.12,0.62,0.2775,0.0000,0.00000,0.03753
6.38,0.62,0.3069,0.0000,0.00000,0.04654
6.62,0.62,0.3312,0.0000,0.00000,0.06548
6.88,0.62,0.3059,0.0000,0.00000,0.07833
7.12,0.62,0.2071,0.0000,0.00000,0.05956
7.38,0.62,0.1024,0.0000,0.00000,0.03009
2.62,0.88,0.0386,0.0000,0.00000,0.00511
2.88,0.88,0.1292,0.0000,0.00000,0.01644
3.12,0.88,0.2811,0.0000,0.00000,0.03325
3.38,0.88,0.3862,0.0000,0.00000,0.04197
3.62,0.88,0.4015,0.0000,0.00000,0.04192
3.88,0.88,0.3871,0.0000,0.00000,0.04099
4.12,0.88,0.3849,0.0000,0.00000,0.04186
4.38,0.88,0.3912,0.0000,0.00000,0.04242
4.62,0.88,0.4054,0.0000,0.00000,0.04283
4.88,0.88,0.4140,0.0000,0.00000,0.04415
5.12,0.88,0.4077,0.0000,0.00000,0.04458
5.38,0.88,0.3899,0.0000,0.00000,0.04291
5.62,0.88,0.3648,0.0000,0.00000,0.04134
5.88,0.88,0.3522,0.0000,0.00000,0.04151
6.12,0.88,0.3627,0.0000,0.00000,0.04466
6.38,0.88,0.4008,0.0000,0.00000,0.05714
6.62,0.88,0.4469,0.0000,0.00000,0.08539
6.88,0.88,0.4226,0.0000,0.00000,0.10114
7.12,0.88,0.2789,0.0000,0.00000,0.07066
7.38,0.88,0.1311,0.0000,0.00000,0.03181
2.62,1.12,0.0202,0.0000,0.00000,0.00222
2.88,1.12,0.0811,0.0000,0.00000,0.00836
3.12,1.12,0.2153,0.0000,0.00000,0.02010
