x,y,rho,contact,casualty,pressure
2.62,0.12,0.2880,0.0012,0.00000,0.13625
2.88,0.12,0.5487,0.0017,0.00000,0.23786
3.12,0.12,0.7199,0.0021,0.00000,0.29674
3.38,0.12,0.7151,0.0032,0.00000,0.30440
3.62,0.12,0.7976,0.0044,0.00000,0.32894
3.88,0.12,0.9254,0.0045,0.00000,0.34639
4.12,0.12,0.9249,0.0036,0.00000,0.31696
4.38,0.12,0.9564,0.0027,0.00000,0.29473
4.62,0.12,1.0735,0.0032,0.00000,0.29722
4.88,0.12,1.1392,0.0051,0.00000,0.28513
5.12,0.12,1.1598,0.0066,0.00000,0.25926
5.38,0.12,1.2116,0.0055,0.00000,0.24576
5.62,0.12,1.2446,0.0037,0.00000,0.24471
5.88,0.12,1.2223,0.0031,0.00000,0.23291
6.12,0.12,1.2676,0.0029,0.00000,0.23074
6.38,0.12,1.2951,0.0061,0.00000,0.24096
6.62,0.12,1.1550,0.0818,0.00000,0.22315
6.88,0.12,1.0903,0.9453,0.00000,0.22390
7.12,0.12,0.9372,4.4614,0.00000,0.21919
7.38,0.12,0.5728,9.8955,0.00000,0.14893
2.62,0.38,0.5959,0.0018,0.00000,0.26454
2.88,0.38,1.1624,0.0035,0.00000,0.48367
3.12,0.38,1.5197,0.0070,0.00000,0.61716
3.38,0.38,1.3953,0.0131,0.00000,0.59831
3.62,0.38,1.4110,0.0175,0.00000,0.60260
3.88,0.38,1.5892,0.0182,0.00000,0.62347
4.12,0.38,1.5402,0.0155,0.00000,0.56082
4.38,0.38,1.5037,0.0123,0.00000,0.49646
4.62,0.38,1.6127,0.0141,0.00000,0.47292
4.88,0.38,1.6531,0.0181,0.00000,0.43336
5.12,0.38,1.6348,0.0179,0.00000,0.38592
5.38,0.38,1.6651,0.0139,0.00000,0.36551
5.62,0.38,1.6764,0.0124,0.00000,0.35485
5.88,0.38,1.6276,0.0130,0.00000,0.32947
6.12,0.38,1.6924,0.0120,0.00000,0.33284
6.38,0.38,1.7441,0.0151,0.00000,0.35151
6.62,0.38,1.5720,0.1458,0.00000,0.32091
6.88,0.38,1.6447,1.6548,0.00000,0.34414
7.12,0.38,1.6230,7.7971,0.00000,0.36886
7.38,0.38,1.0782,17.2895,0.00000,0.26132
2.62,0.62,0.8180,0.0018,0.00000,0.31703
2.88,0.62,1.5950,0.0052,0.00000,0.60615
3.12,0.62,2.0531,0.0127,0.00000,0.79011
3.38,0.62,1.8010,0.0232,0.00000,0.73402
3.62,0.62,1.7403,0.0314,0.00000,0.70316
3.88,0.62,1.9356,0.0359,0.00000,0.72725
4.12,0.62,1.8672,0.0339,0.00000,0.65839
4.38,0.62,1.7920,0.0276,0.00000,0.57160
4.62,0.62,1.8627,0.0329,0.00000,0.52508
4.88,0.62,1.8684,0.0421,0.00000,0.47048
5.12,0.62,1.8363,0.0370,0.00000,0.42067
5.38,0.62,1.8515,0.0269,0.00000,0.39996
5.62,0.62,1.8641,0.0247,0.00000,0.38047
5.88,0.62,1.8210,0.0267,0.00000,0.34563
6.12,0.62,1.8625,0.0247,0.00000,0.34450
6.38,0.62,1.8974,0.0239,0.00000,0.36214
6.62,0.62,1.6626,0.1722,0.00000,0.32665
6.88,0.62,1.8437,1.9276,0.00000,0.36210
