x,y,rho,contact,casualty,pressure
2.62,0.12,0.3931,0.0042,0.00000,0.44168
2.88,0.12,0.7919,0.0080,0.00000,0.82647
3.12,0.12,1.1538,0.0148,0.00000,1.08754
3.38,0.12,1.2323,0.0347,0.00000,1.05016
3.62,0.12,1.2222,0.0534,0.00000,0.97342
3.88,0.12,1.3036,0.0396,0.00000,0.97840
4.12,0.12,1.3397,0.0223,0.00000,0.94403
4.38,0.12,1.2890,0.0128,0.00000,0.84407
4.62,0.12,1.2812,0.0049,0.00000,0.78250
4.88,0.12,1.3042,0.0014,0.00000,0.77266
5.12,0.12,1.2934,0.0022,0.00000,0.73867
5.38,0.12,1.2917,0.0059,0.00000,0.67949
5.62,0.12,1.3088,0.0077,0.00000,0.65885
5.88,0.12,1.2769,0.0043,0.00000,0.64967
6.12,0.12,1.2850,0.0020,0.00000,0.62666
6.38,0.12,1.3468,0.0083,0.00000,0.62587
6.62,0.12,1.3665,0.1133,0.00000,0.62800
6.88,0.12,1.3984,1.2280,0.00000,0.65497
7.12,0.12,1.1678,5.6746,0.00000,0.60254
7.38,0.12,0.6856,12.4890,0.00000,0.38777
2.62,0.38,0.6235,0.0059,0.00000,0.64694
2.88,0.38,1.1868,0.0115,0.00000,1.15883
3.12,0.38,1.5771,0.0173,0.00000,1.42203
3.38,0.38,1.5096,0.0288,0.00000,1.25963
3.62,0.38,1.4309,0.0407,0.00000,1.10789
3.88,0.38,1.5537,0.0303,0.00000,1.10140
4.12,0.38,1.5950,0.0161,0.00000,1.03292
4.38,0.38,1.5369,0.0094,0.00000,0.88442
4.62,0.38,1.5584,0.0041,0.00000,0.80456
4.88,0.38,1.6056,0.0021,0.00000,0.80177
5.12,0.38,1.5912,0.0063,0.00000,0.77080
5.38,0.38,1.5928,0.0137,0.00000,0.70147
5.62,0.38,1.6206,0.0141,0.00000,0.66137
5.88,0.38,1.5884,0.0070,0.00000,0.63769
6.12,0.38,1.6246,0.0030,0.00000,0.61512
6.38,0.38,1.6673,0.0096,0.00000,0.60077
6.62,0.38,1.5706,0.1027,0.00000,0.55175
6.88,0.38,1.6728,1.0925,0.00000,0.56879
7.12,0.38,1.5881,5.0769,0.00000,0.56246
7.38,0.38,1.0206,11.2049,0.00000,0.37997
2.62,0.62,0.6648,0.0040,0.00000,0.56929
2.88,0.62,1.2885,0.0084,0.00000,1.04882
3.12,0.62,1.6962,0.0120,0.00000,1.29891
3.38,0.62,1.5363,0.0154,0.00000,1.09747
3.62,0.62,1.4185,0.0207,0.00000,0.91021
3.88,0.62,1.5808,0.0177,0.00000,0.89773
4.12,0.62,1.6324,0.0093,0.00000,0.82796
4.38,0.62,1.5831,0.0045,0.00000,0.69600
4.62,0.62,1.6323,0.0020,0.00000,0.63423
4.88,0.62,1.6892,0.0023,0.00000,0.62932
5.12,0.62,1.6664,0.0090,0.00000,0.60352
5.38,0.62,1.6707,0.0172,0.00000,0.55200
5.62,0.62,1.7158,0.0150,0.00000,0.51572
5.88,0.62,1.6825,0.0072,0.00000,0.48499
6.12,0.62,1.7356,0.0032,0.00000,0.46265
6.38,0.62,1.7797,0.0073,0.00000,0.44687
6.62,0.62,1.5507,0.0680,0.00000,0.37774
6.88,0.62,1.7112,0.7097,0.00000,0.38488
7.12,0.62,1.8843,3.3031,0.00000,0.41471
7.38,0.62,1.3291,7.3000,0.00000,0.29517
2.62,0.88,0.5313,0.0012,0.00000,0.31832
2.88,0.88,1.0894,0.0028,0.00000,0.63651
3.12,0.88,1.4991,0.0041,0.00000,0.84617
3.38,0.88,1.3979,0.0047,0.00000,0.72823
3.62,0.88,1.3472,0.0072,0.00000,0.59159
3.88,0.88,1.5227,0.0082,0.00000,0.57641
4.12,0.88,1.5734,0.0047,0.00000,0.53352
4.38,0.88,1.5614,0.0015,0.00000,0.46951
4.62,0.88,1.6281,0.0005,0.00000,0.44261
4.88,0.88,1.6827,0.0012,0.00000,0.42603
5.12,0.88,1.6753,0.0054,0.00000,0.40116
5.38,0.88,1.6831,0.0102,0.00000,0.37107
5.62,0.88,1.7550,0.0095,0.00000,0.35166
5.88,0.88,1.7420,0.0059,0.00000,0.32653
6.12,0.88,1.7992,0.0031,0.00000,0.30722
6.38,0.88,1.8987,0.0070,0.00000,0.30341
6.62,0.88,1.5795,0.0853,0.00000,0.24861
6.88,0.88,1.7160,0.9285,0.00000,0.24758
7.12,0.88,2.0881,4.3427,0.00000,0.28336
7.38,0.88,1.5696,9.6157,0.00000,0.20999
2.62,1.12,0.5316,0.0002,0.00000,0.17285
2.88,1.12,1.1017,0.0004,0.00000,0.37405
3.12,1.12,1.5469,0.0007,0.00000,0.54024
3.38,1.12,1.5207,0.0011,0.00000,0.50653
3.62,1.12,1.5400,0.0030,0.00000,0.43592
3.88,1.12,1.6958,0.0045,0.00000,0.41967
4.12,1.12,1.7298,0.0027,0.00000,0.39226
4.38,1.12,1.7555,0.0006,0.00000,0.36507
4.62,1.12,1.8246,0.0001,0.00000,0.35027
4.88,1.12,1.8672,0.0003,0.00000,0.32773
5.12,1.12,1.8729,0.0015,0.00000,0.30278
5.38,1.12,1.8582,0.0036,0.00000,0.27689
