x,y,rho,contact,casualty,pressure
2.62,0.12,0.3106,0.0098,0.00000,0.21582
2.88,0.12,0.6072,0.0196,0.00000,0.40438
3.12,0.12,0.8545,0.0281,0.00000,0.54687
3.38,0.12,0.9155,0.0327,0.00000,0.57083
3.62,0.12,0.9857,0.0373,0.00000,0.59180
3.88,0.12,1.1335,0.0358,0.00000,0.64270
4.12,0.12,1.2184,0.0318,0.00000,0.62928
4.38,0.12,1.2526,0.0275,0.00000,0.56325
4.62,0.12,1.2866,0.0212,0.00000,0.51508
4.88,0.12,1.3012,0.0134,0.00000,0.48501
5.12,0.12,1.2984,0.0058,0.00000,0.46618
5.38,0.12,1.2973,0.0033,0.00000,0.45843
5.62,0.12,1.2985,0.0082,0.00000,0.44323
5.88,0.12,1.2857,0.0184,0.00000,0.42734
6.12,0.12,1.3134,0.0369,0.00000,0.44401
6.38,0.12,1.3531,0.0682,0.00000,0.47768
6.62,0.12,1.3186,0.2045,0.00000,0.48316
6.88,0.12,1.3382,1.6646,0.00000,0.49739
7.12,0.12,1.1538,7.6228,0.00000,0.46316
7.38,0.12,0.7023,16.8246,0.00000,0.31785
2.62,0.38,0.5944,0.0136,0.00000,0.37991
2.88,0.38,1.1528,0.0287,0.00000,0.71986
3.12,0.38,1.5495,0.0472,0.00000,0.95557
3.38,0.38,1.4867,0.0643,0.00000,0.92032
3.62,0.38,1.4391,0.0746,0.00000,0.86259
3.88,0.38,1.5887,0.0714,0.00000,0.88500
4.12,0.38,1.6352,0.0648,0.00000,0.83416
4.38,0.38,1.6106,0.0535,0.00000,0.71767
4.62,0.38,1.6441,0.0381,0.00000,0.64031
4.88,0.38,1.6684,0.0224,0.00000,0.60113
5.12,0.38,1.6711,0.0108,0.00000,0.58268
5.38,0.38,1.6762,0.0086,0.00000,0.57388
5.62,0.38,1.6758,0.0164,0.00000,0.54602
5.88,0.38,1.6495,0.0307,0.00000,0.51559
6.12,0.38,1.6866,0.0512,0.00000,0.53123
6.38,0.38,1.7161,0.0956,0.00000,0.57065
6.62,0.38,1.6106,0.2723,0.00000,0.56947
6.88,0.38,1.7187,1.9565,0.00000,0.60221
7.12,0.38,1.6616,8.8151,0.00000,0.59639
7.38,0.38,1.0918,19.4254,0.00000,0.42508
2.62,0.62,0.7495,0.0087,0.00000,0.39892
2.88,0.62,1.4551,0.0218,0.00000,0.77807
3.12,0.62,1.9103,0.0482,0.00000,1.03836
3.38,0.62,1.7268,0.0794,0.00000,0.95052
3.62,0.62,1.6046,0.0898,0.00000,0.82761
3.88,0.62,1.7568,0.0833,0.00000,0.82086
4.12,0.62,1.7714,0.0787,0.00000,0.76996
4.38,0.62,1.7231,0.0655,0.00000,0.66994
4.62,0.62,1.7573,0.0447,0.00000,0.60081
4.88,0.62,1.7751,0.0241,0.00000,0.55604
5.12,0.62,1.7802,0.0148,0.00000,0.53147
5.38,0.62,1.7948,0.0168,0.00000,0.52024
5.62,0.62,1.8192,0.0233,0.00000,0.49679
5.88,0.62,1.8016,0.0383,0.00000,0.46857
6.12,0.62,1.8273,0.0595,0.00000,0.47542
6.38,0.62,1.8482,0.1007,0.00000,0.50998
6.62,0.62,1.6429,0.2787,0.00000,0.49601
6.88,0.62,1.8061,1.9359,0.00000,0.52371
7.12,0.62,1.9731,8.6819,0.00000,0.54387
7.38,0.62,1.3981,19.1285,0.00000,0.39411
2.62,0.88,0.7594,0.0027,0.00000,0.27224
2.88,0.88,1.4081,0.0105,0.00000,0.54187
3.12,0.88,1.7610,0.0331,0.00000,0.72787
3.38,0.88,1.6026,0.0597,0.00000,0.66184
3.62,0.88,1.6016,0.0621,0.00000,0.58308
3.88,0.88,1.7457,0.0546,0.00000,0.57892
4.12,0.88,1.7332,0.0543,0.00000,0.54776
4.38,0.88,1.7443,0.0505,0.00000,0.50634
4.62,0.88,1.8008,0.0371,0.00000,0.47325
4.88,0.88,1.8040,0.0199,0.00000,0.43092
5.12,0.88,1.8231,0.0155,0.00000,0.40015
5.38,0.88,1.8398,0.0207,0.00000,0.38274
5.62,0.88,1.8950,0.0235,0.00000,0.37162
5.88,0.88,1.9084,0.0364,0.00000,0.35955
6.12,0.88,1.9094,0.0524,0.00000,0.35852
6.38,0.88,1.9689,0.0671,0.00000,0.38072
6.62,0.88,1.6984,0.1998,0.00000,0.35384
6.88,0.88,1.8110,1.6002,0.00000,0.36209
7.12,0.88,2.1374,7.3066,0.00000,0.39207
7.38,0.88,1.6010,16.1377,0.00000,0.28894
2.62,1.12,0.9471,0.0010,0.00000,0.18267
2.88,1.12,1.5821,0.0049,0.00000,0.34929
3.12,1.12,1.7873,0.0160,0.00000,0.45518
3.38,1.12,1.6745,0.0277,0.00000,0.42966
3.62,1.12,1.8363,0.0290,0.00000,0.41827
3.88,1.12,1.9344,0.0277,0.00000,0.42336
4.12,1.12,1.8813,0.0274,0.00000,0.39979
4.38,1.12,1.9432,0.0281,0.00000,0.38819
4.62,1.12,1.9966,0.0238,0.00000,0.37546
4.88,1.12,1.9889,0.0138,0.00000,0.34251
5.12,1.12,2.0312,0.0108,0.00000,0.31710
5.38,1.12,2.0320,0.0139,0.00000,0.30132
5.62,1.12,2.0879,0.0156,0.00000,0.29823
5.88,1.12,2.1300,0.0247,0.00000,0.29546
6.12,1.12,2.0652,0.0325,0.00000,0.28314
6.38,1.12,2.1556,0.0326,0.00000,0.28892
6.62,1.12,1.9322,0.1586,0.00000,0.26009
6.88,1.12,2.0010,1.6123,0.00000,0.26057
7.12,1.12,2.3721,7.5174,0.00000,0.29097
7.38,1.12,1.8097,16.6459,0.00000,0.21938
2.62,1.38,1.2508,0.0004,0.00000,0.14496
2.88,1.38,1.8983,0.0020,0.00000,0.25147
3.12,1.38,1.9087,0.0063,0.00000,0.30264
3.38,1.38,1.7873,0.0106,0.00000,0.29709
3.62,1.38,2.0518,0.0137,0.00000,0.31614
3.88,1.38,2.0906,0.0168,0.00000,0.32344
4.12,1.38,2.0326,0.0171,0.00000,0.31049
4.38,1.38,2.0900,0.0193,0.00000,0.30719
4.62,1.38,2.0967,0.0185,0.00000,0.29541
4.88,1.38,2.0962,0.0122,0.00000,0.27124
5.12,1.38,2.1669,0.0077,0.00000,0.25661
5.38,1.38,2.1668,0.0061,0.00000,0.24794
5.62,1.38,2.2092,0.0061,0.00000,0.24770
5.88,1.38,2.2886,0.0099,0.00000,0.24847
6.12,1.38,2.1213,0.0125,0.00000,0.22663
6.38,1.38,2.1811,0.0150,0.00000,0.22032
6.62,1.38,2.1159,0.1371,0.00000,0.20237
6.88,1.38,2.1901,1.4920,0.00000,0.20084
7.12,1.38,2.5173,6.9717,0.00000,0.22242
7.38,1.38,1.9152,15.4403,0.00000,0.16809
2.62,1.62,1.4962,0.0001,0.00000,0.12587
2.88,1.62,2.0918,0.0009,0.00000,0.19616
3.12,1.62,1.8708,0.0033,0.00000,0.21173
3.38,1.62,1.7760,0.0060,0.00000,0.21486
3.62,1.62,2.1613,0.0077,0.00000,0.24523
3.88,1.62,2.1648,0.0102,0.00000,0.24983
4.12,1.62,2.1430,0.0133,0.00000,0.24764
4.38,1.62,2.1677,0.0180,0.00000,0.25115
4.62,1.62,2.1466,0.0180,0.00000,0.24227
4.88,1.62,2.1823,0.0134,0.00000,0.22695
5.12,1.62,2.2642,0.0079,0.00000,0.21860
5.38,1.62,2.2908,0.0036,0.00000,0.21373
5.62,1.62,2.2974,0.0020,0.00000,0.20925
5.88,1.62,2.3928,0.0029,0.00000,0.20855
6.12,1.62,2.1626,0.0041,0.00000,0.18551
6.38,1.62,2.1925,0.0064,0.00000,0.17847
6.62,1.62,2.2957,0.0714,0.00000,0.17387
6.88,1.62,2.3672,0.7776,0.00000,0.17086
7.12,1.62,2.6085,3.6280,0.00000,0.18249
7.38,1.62,1.9664,8.0323,0.00000,0.13612
2.62,1.88,1.7406,0.0000,0.00000,0.11211
