x,y,rho,contact,casualty,pressure
2.62,0.12,0.4280,0.0032,0.00000,0.09860
2.88,0.12,0.8122,0.0041,0.00000,0.16063
3.12,0.12,1.0417,0.0036,0.00000,0.18476
3.38,0.12,0.9904,0.0032,0.00000,0.20018
3.62,0.12,0.9797,0.0040,0.00000,0.23662
3.88,0.12,0.9219,0.0049,0.00000,0.23776
4.12,0.12,0.8355,0.0084,0.00000,0.23777
4.38,0.12,0.8331,0.0112,0.00000,0.25092
4.62,0.12,0.8226,0.0083,0.00000,0.25043
4.88,0.12,0.8161,0.0043,0.00000,0.25153
5.12,0.12,0.8245,0.0027,0.00000,0.24929
5.38,0.12,0.8416,0.0041,0.00000,0.24788
5.62,0.12,0.8514,0.0089,0.00000,0.24431
5.88,0.12,0.8447,0.0157,0.00000,0.22266
6.12,0.12,0.9073,0.0179,0.00000,0.21199
6.38,0.12,0.9377,0.0135,0.00000,0.20911
6.62,0.12,0.9557,0.0116,0.00000,0.19482
6.88,0.12,1.0311,0.0124,0.00000,0.19755
7.12,0.12,0.8112,0.0100,0.00000,0.17027
7.38,0.12,0.4276,0.0055,0.00000,0.10158
2.62,0.38,0.8419,0.0208,0.00000,0.18983
2.88,0.38,1.4443,0.0169,0.00000,0.29653
3.12,0.38,1.6556,0.0149,0.00000,0.32141
3.38,0.38,1.5138,0.0172,0.00000,0.33885
3.62,0.38,1.5970,0.0196,0.00000,0.40480
3.88,0.38,1.5851,0.0196,0.00000,0.41264
4.12,0.38,1.4784,0.0234,0.00000,0.42503
4.38,0.38,1.5108,0.0259,0.00000,0.46716
4.62,0.38,1.5138,0.0218,0.00000,0.47735
4.88,0.38,1.4930,0.0158,0.00000,0.47604
5.12,0.38,1.4997,0.0113,0.00000,0.47322
5.38,0.38,1.5210,0.0137,0.00000,0.47452
5.62,0.38,1.5185,0.0217,0.00000,0.46049
5.88,0.38,1.4763,0.0305,0.00000,0.41358
6.12,0.38,1.5654,0.0355,0.00000,0.39680
6.38,0.38,1.5736,0.0348,0.00000,0.38844
6.62,0.38,1.5046,0.0340,0.00000,0.35085
6.88,0.38,1.6620,0.0294,0.00000,0.36023
7.12,0.38,1.4510,0.0202,0.00000,0.32824
7.38,0.38,0.8439,0.0109,0.00000,0.20458
2.62,0.62,1.2376,0.1868,0.00000,0.24980
2.88,0.62,1.9182,0.0995,0.00000,0.37409
3.12,0.62,1.9354,0.0523,0.00000,0.38127
3.38,0.62,1.7146,0.0518,0.00000,0.39145
3.62,0.62,1.9259,0.0490,0.00000,0.46753
3.88,0.62,1.9443,0.0413,0.00000,0.47107
4.12,0.62,1.8391,0.0417,0.00000,0.48952
4.38,0.62,1.9106,0.0397,0.00000,0.55542
4.62,0.62,1.9186,0.0361,0.00000,0.58353
4.88,0.62,1.8830,0.0310,0.00000,0.58301
5.12,0.62,1.8838,0.0241,0.00000,0.57605
5.38,0.62,1.9062,0.0271,0.00000,0.57668
5.62,0.62,1.9019,0.0340,0.00000,0.55487
5.88,0.62,1.8162,0.0368,0.00000,0.49488
6.12,0.62,1.9102,0.0438,0.00000,0.48177
6.38,0.62,1.9174,0.0567,0.00000,0.47425
6.62,0.62,1.7107,0.0606,0.00000,0.41290
6.88,0.62,1.9252,0.0462,0.00000,0.42677
7.12,0.62,1.9107,0.0296,0.00000,0.41594
7.38,0.62,1.2339,0.0166,0.00000,0.27265
2.62,0.88,1.4665,0.8069,0.00000,0.25928
2.88,0.88,2.0686,0.3881,0.00000,0.36877
3.12,0.88,1.8492,0.1342,0.00000,0.34951
3.38,0.88,1.6803,0.0852,0.00000,0.35620
3.62,0.88,2.0029,0.0659,0.00000,0.42938
3.88,0.88,1.9622,0.0467,0.00000,0.42122
4.12,0.88,1.8759,0.0448,0.00000,0.42987
4.38,0.88,1.9461,0.0434,0.00000,0.48089
4.62,0.88,1.9257,0.0453,0.00000,0.50199
4.88,0.88,1.9113,0.0424,0.00000,0.50238
5.12,0.88,1.9126,0.0339,0.00000,0.49424
5.38,0.88,1.9164,0.0358,0.00000,0.49053
5.62,0.88,1.9477,0.0381,0.00000,0.48059
5.88,0.88,1.8690,0.0321,0.00000,0.43834
6.12,0.88,1.9546,0.0396,0.00000,0.43242
6.38,0.88,2.0185,0.0675,0.00000,0.43535
6.62,0.88,1.6661,0.0801,0.00000,0.36202
6.88,0.88,1.8213,0.0584,0.00000,0.36464
7.12,0.88,2.0733,0.0367,0.00000,0.38515
7.38,0.88,1.4843,0.0217,0.00000,0.26893
2.62,1.12,1.7265,1.3281,0.00000,0.26169
2.88,1.12,2.3029,0.6326,0.00000,0.35659
3.12,1.12,1.9192,0.1936,0.00000,0.31742
3.38,1.12,1.8099,0.0844,0.00000,0.32291
3.62,1.12,2.1881,0.0544,0.00000,0.39340
3.88,1.12,2.1020,0.0339,0.00000,0.38396
4.12,1.12,2.0713,0.0312,0.00000,0.38964
4.38,1.12,2.1028,0.0377,0.00000,0.41851
4.62,1.12,2.0451,0.0495,0.00000,0.42448
4.88,1.12,2.0746,0.0513,0.00000,0.42784
5.12,1.12,2.0795,0.0433,0.00000,0.42162
5.38,1.12,2.0372,0.0396,0.00000,0.40676
5.62,1.12,2.0990,0.0366,0.00000,0.40549
5.88,1.12,2.0628,0.0299,0.00000,0.38575
6.12,1.12,2.1046,0.0388,0.00000,0.37978
6.38,1.12,2.2208,0.0722,0.00000,0.39024
6.62,1.12,1.8073,0.0907,0.00000,0.32001
6.88,1.12,1.9069,0.0651,0.00000,0.31325
7.12,1.12,2.3336,0.0380,0.00000,0.35232
7.38,1.12,1.7656,0.0217,0.00000,0.25878
2.62,1.38,1.9200,0.8556,0.00000,0.24186
2.88,1.38,2.5134,0.4371,0.00000,0.32201
3.12,1.38,2.0686,0.1704,0.00000,0.27781
3.38,1.38,1.9638,0.0757,0.00000,0.27824
3.62,1.38,2.2846,0.0361,0.00000,0.33155
3.88,1.38,2.2247,0.0184,0.00000,0.32897
4.12,1.38,2.2932,0.0151,0.00000,0.34185
4.38,1.38,2.2753,0.0221,0.00000,0.35570
4.62,1.38,2.1992,0.0345,0.00000,0.35693
4.88,1.38,2.2320,0.0443,0.00000,0.36715
5.12,1.38,2.2430,0.0471,0.00000,0.36716
5.38,1.38,2.1881,0.0375,0.00000,0.34617
5.62,1.38,2.2599,0.0271,0.00000,0.34316
5.88,1.38,2.2812,0.0257,0.00000,0.33617
6.12,1.38,2.2214,0.0370,0.00000,0.32123
6.38,1.38,2.3187,0.0585,0.00000,0.32728
6.62,1.38,1.9734,0.0662,0.00000,0.27615
6.88,1.38,2.0568,0.0483,0.00000,0.27254
7.12,1.38,2.5165,0.0301,0.00000,0.31407
7.38,1.38,1.9287,0.0173,0.00000,0.23553
2.62,1.62,1.9700,0.6541,0.00000,0.21192
2.88,1.62,2.5827,0.3619,0.00000,0.28020
3.12,1.62,2.2035,0.1743,0.00000,0.24291
3.38,1.62,2.1194,0.0786,0.00000,0.23835
3.62,1.62,2.2724,0.0260,0.00000,0.26426
3.88,1.62,2.2329,0.0088,0.00000,0.26318
4.12,1.62,2.4006,0.0059,0.00000,0.28001
4.38,1.62,2.3610,0.0100,0.00000,0.28275
4.62,1.62,2.3075,0.0181,0.00000,0.28230
4.88,1.62,2.2718,0.0299,0.00000,0.28852
5.12,1.62,2.2844,0.0419,0.00000,0.29487
5.38,1.62,2.2851,0.0353,0.00000,0.28438
5.62,1.62,2.3396,0.0215,0.00000,0.27901
5.88,1.62,2.4108,0.0203,0.00000,0.27837
6.12,1.62,2.2422,0.0315,0.00000,0.25984
6.38,1.62,2.2993,0.0445,0.00000,0.26462
6.62,1.62,2.1181,0.0410,0.00000,0.23863
6.88,1.62,2.1888,0.0299,0.00000,0.24045
7.12,1.62,2.5841,0.0240,0.00000,0.27628
7.38,1.62,1.9757,0.0160,0.00000,0.20854
2.62,1.88,2.0705,2.0374,0.00000,0.19635
2.88,1.88,2.7361,0.9658,0.00000,0.25908
3.12,1.88,2.4363,0.2668,0.00000,0.22599
3.38,1.88,2.3468,0.0627,0.00000,0.21587
3.62,1.88,2.3028,0.0185,0.00000,0.22263
3.88,1.88,2.2788,0.0065,0.00000,0.22052
4.12,1.88,2.5293,0.0033,0.00000,0.23724
4.38,1.88,2.4859,0.0056,0.00000,0.23556
4.62,1.88,2.4807,0.0101,0.00000,0.23624
4.88,1.88,2.3693,0.0168,0.00000,0.23410
5.12,1.88,2.3752,0.0288,0.00000,0.24051
5.38,1.88,2.4433,0.0313,0.00000,0.24195
5.62,1.88,2.4567,0.0217,0.00000,0.23570
5.88,1.88,2.5462,0.0189,0.00000,0.23774
6.12,1.88,2.2854,0.0290,0.00000,0.22096
6.38,1.88,2.3092,0.0414,0.00000,0.22752
6.62,1.88,2.3268,0.0340,0.00000,0.22098
6.88,1.88,2.4145,0.0235,0.00000,0.22540
7.12,1.88,2.7369,0.0223,0.00000,0.25355
7.38,1.88,2.0765,0.0164,0.00000,0.19106
2.62,2.12,2.1476,3.3124,0.00000,0.17607
2.88,2.12,2.8604,1.5180,0.00000,0.23220
3.12,2.12,2.6331,0.3449,0.00000,0.20375
3.38,2.12,2.5282,0.0458,0.00000,0.18982
3.62,2.12,2.3183,0.0145,0.00000,0.18406
3.88,2.12,2.3147,0.0080,0.00000,0.18306
4.12,2.12,2.6117,0.0048,0.00000,0.20056
4.38,2.12,2.5654,0.0064,0.00000,0.20042
4.62,2.12,2.6057,0.0094,0.00000,0.20637
4.88,2.12,2.4770,0.0110,0.00000,0.20251
5.12,2.12,2.4758,0.0177,0.00000,0.20361
5.38,2.12,2.5679,0.0237,0.00000,0.20742
5.62,2.12,2.5341,0.0203,0.00000,0.20096
5.88,2.12,2.6093,0.0191,0.00000,0.20200
6.12,2.12,2.3049,0.0283,0.00000,0.18539
6.38,2.12,2.3175,0.0407,0.00000,0.19070
6.62,2.12,2.5110,0.0334,0.00000,0.19482
6.88,2.12,2.6024,0.0224,0.00000,0.19713
7.12,2.12,2.8321,0.0214,0.00000,0.21524
7.38,2.12,2.1274,0.0160,0.00000,0.16143
2.62,2.38,2.1661,2.0215,0.00000,0.15439
2.88,2.38,2.9085,0.9336,0.00000,0.20428
3.12,2.38,2.7657,0.2132,0.00000,0.18257
3.38,2.38,2.6797,0.0286,0.00000,0.16821
3.62,2.38,2.3616,0.0118,0.00000,0.15323
3.88,2.38,2.3478,0.0091,0.00000,0.15217
4.12,2.38,2.6167,0.0081,0.00000,0.16832
4.38,2.38,2.5728,0.0105,0.00000,0.16854
4.62,2.38,2.6475,0.0139,0.00000,0.17619
4.88,2.38,2.5553,0.0126,0.00000,0.17348
5.12,2.38,2.5615,0.0133,0.00000,0.17213
5.38,2.38,2.6366,0.0169,0.00000,0.17491
5.62,2.38,2.5631,0.0182,0.00000,0.16945
5.88,2.38,2.6120,0.0216,0.00000,0.16999
6.12,2.38,2.3330,0.0336,0.00000,0.15421
6.38,2.38,2.3579,0.0480,0.00000,0.15846
6.62,2.38,2.6676,0.0385,0.00000,0.17092
6.88,2.38,2.7494,0.0242,0.00000,0.17364
7.12,2.38,2.8970,0.0218,0.00000,0.18514
7.38,2.38,2.1578,0.0161,0.00000,0.13825
2.62,2.62,2.2174,0.4747,0.00000,0.13612
2.88,2.62,2.9923,0.2372,0.00000,0.18115
3.12,2.62,2.8952,0.0658,0.00000,0.16561
3.38,2.62,2.8230,0.0155,0.00000,0.15345
3.62,2.62,2.4779,0.0115,0.00000,0.13524
3.88,2.62,2.4555,0.0122,0.00000,0.13153
4.12,2.62,2.6358,0.0131,0.00000,0.14093
4.38,2.62,2.5945,0.0133,0.00000,0.13920
4.62,2.62,2.6798,0.0138,0.00000,0.14399
4.88,2.62,2.6366,0.0116,0.00000,0.14142
5.12,2.62,2.6537,0.0100,0.00000,0.14127
5.38,2.62,2.6943,0.0111,0.00000,0.14411
5.62,2.62,2.6061,0.0142,0.00000,0.14197
5.88,2.62,2.6407,0.0212,0.00000,0.14464
6.12,2.62,2.4359,0.0379,0.00000,0.13271
6.38,2.62,2.4561,0.0546,0.00000,0.13619
6.62,2.62,2.8004,0.0415,0.00000,0.15298
6.88,2.62,2.8775,0.0249,0.00000,0.15708
7.12,2.62,2.9813,0.0229,0.00000,0.16486
7.38,2.62,2.2103,0.0172,0.00000,0.12256
2.62,2.88,2.2349,0.0799,0.00000,0.12002
2.88,2.88,3.0297,0.0594,0.00000,0.16039
3.12,2.88,2.9771,0.0285,0.00000,0.14797
3.38,2.88,2.9373,0.0133,0.00000,0.13658
3.62,2.88,2.6201,0.0136,0.00000,0.11979
3.88,2.88,2.5965,0.0163,0.00000,0.11599
4.12,2.88,2.6684,0.0180,0.00000,0.11927
4.38,2.88,2.6455,0.0148,0.00000,0.11680
4.62,2.88,2.7167,0.0100,0.00000,0.11844
4.88,2.88,2.7052,0.0073,0.00000,0.11544
5.12,2.88,2.7206,0.0074,0.00000,0.11558
5.38,2.88,2.7347,0.0092,0.00000,0.11750
5.62,2.88,2.6603,0.0111,0.00000,0.11785
5.88,2.88,2.6742,0.0155,0.00000,0.12334
6.12,2.88,2.5728,0.0245,0.00000,0.11823
6.38,2.88,2.5902,0.0346,0.00000,0.11964
6.62,2.88,2.9180,0.0292,0.00000,0.13501
6.88,2.88,2.9671,0.0230,0.00000,0.14176
7.12,2.88,3.0261,0.0249,0.00000,0.14971
7.38,2.88,2.2340,0.0190,0.00000,0.11137
2.62,3.12,2.2593,0.1962,0.00000,0.11016
2.88,3.12,3.0703,0.1104,0.00000,0.14668
3.12,3.12,3.0461,0.0379,0.00000,0.13285
3.38,3.12,3.0372,0.0118,0.00000,0.11899
3.62,3.12,2.7713,0.0103,0.00000,0.10526
3.88,3.12,2.7547,0.0129,0.00000,0.10417
4.12,3.12,2.7253,0.0149,0.00000,0.10452
4.38,3.12,2.7221,0.0128,0.00000,0.10325
4.62,3.12,2.7465,0.0075,0.00000,0.10335
4.88,3.12,2.7493,0.0052,0.00000,0.09996
5.12,3.12,2.7595,0.0074,0.00000,0.09967
5.38,3.12,2.7640,0.0098,0.00000,0.10119
5.62,3.12,2.7376,0.0085,0.00000,0.10180
5.88,3.12,2.7341,0.0076,0.00000,0.10710
6.12,3.12,2.7423,0.0085,0.00000,0.10870
6.38,3.12,2.7587,0.0127,0.00000,0.10990
6.62,3.12,3.0439,0.0162,0.00000,0.12314
6.88,3.12,3.0618,0.0214,0.00000,0.13242
7.12,3.12,3.0882,0.0275,0.00000,0.14132
7.38,3.12,2.2729,0.0214,0.00000,0.10512
2.62,3.38,2.2981,0.7748,0.00000,0.10076
2.88,3.38,3.1233,0.3690,0.00000,0.13334
3.12,3.38,3.1080,0.0905,0.00000,0.11812
3.38,3.38,3.1183,0.0131,0.00000,0.10299
3.62,3.38,2.9092,0.0057,0.00000,0.09248
3.88,3.38,2.9157,0.0073,0.00000,0.09305
4.12,3.38,2.8143,0.0087,0.00000,0.09064
4.38,3.38,2.8137,0.0084,0.00000,0.08989
4.62,3.38,2.7551,0.0054,0.00000,0.08947
4.88,3.38,2.7565,0.0050,0.00000,0.08664
5.12,3.38,2.7622,0.0077,0.00000,0.08652
5.38,3.38,2.7667,0.0081,0.00000,0.08850
5.62,3.38,2.8165,0.0055,0.00000,0.08897
5.88,3.38,2.8154,0.0038,0.00000,0.09027
6.12,3.38,2.9158,0.0033,0.00000,0.09426
6.38,3.38,2.9190,0.0055,0.00000,0.09791
6.62,3.38,3.1471,0.0105,0.00000,0.11081
6.88,3.38,3.1271,0.0199,0.00000,0.11923
7.12,3.38,3.1227,0.0285,0.00000,0.12589
7.38,3.38,2.2924,0.0226,0.00000,0.09311
2.62,3.62,2.3326,1.2586,0.00000,0.08795
2.88,3.62,3.1730,0.5852,0.00000,0.11656
3.12,3.62,3.1746,0.1349,0.00000,0.10423
3.38,3.62,3.2067,0.0157,0.00000,0.09210
3.62,3.62,3.0278,0.0044,0.00000,0.08374
3.88,3.62,3.0476,0.0058,0.00000,0.08419
4.12,3.62,2.9069,0.0069,0.00000,0.07898
4.38,3.62,2.9056,0.0060,0.00000,0.07618
4.62,3.62,2.7583,0.0040,0.00000,0.07422
4.88,3.62,2.7416,0.0060,0.00000,0.07336
5.12,3.62,2.7294,0.0094,0.00000,0.07378
5.38,3.62,2.7426,0.0076,0.00000,0.07522
5.62,3.62,2.8841,0.0060,0.00000,0.07693
5.88,3.62,2.8915,0.0064,0.00000,0.07718
6.12,3.62,3.0465,0.0054,0.00000,0.08237
6.38,3.62,3.0376,0.0054,0.00000,0.08658
6.62,3.62,3.2275,0.0095,0.00000,0.09783
6.88,3.62,3.1819,0.0197,0.00000,0.10455
7.12,3.62,3.1590,0.0292,0.00000,0.10999
7.38,3.62,2.3166,0.0233,0.00000,0.08145
2.62,3.88,2.3799,0.7693,0.00000,0.07601
2.88,3.88,3.2370,0.3623,0.00000,0.10121
3.12,3.88,3.2398,0.0863,0.00000,0.09220
3.38,3.88,3.2766,0.0110,0.00000,0.08300
3.62,3.88,3.1190,0.0033,0.00000,0.07505
3.88,3.88,3.1565,0.0049,0.00000,0.07491
4.12,3.88,2.9922,0.0067,0.00000,0.06999
4.38,3.88,2.9818,0.0059,0.00000,0.06650
