x,y,rho,contact,casualty,pressure
2.62,0.12,0.2950,0.0040,0.00000,0.17227
2.88,0.12,0.5414,0.0075,0.00000,0.31231
3.12,0.12,0.6970,0.0115,0.00000,0.40057
3.38,0.12,0.7044,0.0150,0.00000,0.40571
3.62,0.12,0.7883,0.0163,0.00000,0.43559
3.88,0.12,0.9389,0.0169,0.00000,0.47250
4.12,0.12,0.9923,0.0181,0.00000,0.44817
4.38,0.12,1.0067,0.0167,0.00000,0.41677
4.62,0.12,1.0922,0.0138,0.00000,0.40673
4.88,0.12,1.1764,0.0106,0.00000,0.39278
5.12,0.12,1.1867,0.0106,0.00000,0.37153
5.38,0.12,1.1912,0.0125,0.00000,0.35856
5.62,0.12,1.2251,0.0130,0.00000,0.34840
5.88,0.12,1.2290,0.0142,0.00000,0.33857
6.12,0.12,1.2639,0.0128,0.00000,0.35927
6.38,0.12,1.3120,0.0170,0.00000,0.38464
6.62,0.12,1.2658,0.0751,0.00000,0.37073
6.88,0.12,1.2422,0.6771,0.00000,0.40220
7.12,0.12,1.0497,3.1218,0.00000,0.40423
7.38,0.12,0.6339,6.8933,0.00000,0.27661
2.62,0.38,0.5947,0.0093,0.00000,0.33280
2.88,0.38,1.1302,0.0183,0.00000,0.62648
3.12,0.38,1.4678,0.0330,0.00000,0.81599
3.38,0.38,1.3786,0.0474,0.00000,0.78330
3.62,0.38,1.3875,0.0482,0.00000,0.77871
3.88,0.38,1.5670,0.0442,0.00000,0.81567
4.12,0.38,1.5826,0.0420,0.00000,0.75105
4.38,0.38,1.5259,0.0380,0.00000,0.67391
4.62,0.38,1.5790,0.0359,0.00000,0.63919
4.88,0.38,1.6481,0.0332,0.00000,0.59919
5.12,0.38,1.6402,0.0322,0.00000,0.54934
5.38,0.38,1.6269,0.0326,0.00000,0.51247
5.62,0.38,1.6428,0.0325,0.00000,0.49064
5.88,0.38,1.6218,0.0355,0.00000,0.47316
6.12,0.38,1.6731,0.0314,0.00000,0.49599
6.38,0.38,1.7183,0.0338,0.00000,0.52406
6.62,0.38,1.6130,0.1355,0.00000,0.49678
6.88,0.38,1.7060,1.2488,0.00000,0.56197
7.12,0.38,1.6295,5.7714,0.00000,0.60509
7.38,0.38,1.0613,12.7457,0.00000,0.42991
2.62,0.62,0.7903,0.0122,0.00000,0.39136
2.88,0.62,1.5303,0.0280,0.00000,0.76747
3.12,0.62,1.9887,0.0633,0.00000,1.01948
3.38,0.62,1.7876,0.1013,0.00000,0.94244
3.62,0.62,1.7024,0.1002,0.00000,0.88741
3.88,0.62,1.8784,0.0826,0.00000,0.91708
4.12,0.62,1.8636,0.0705,0.00000,0.84241
4.38,0.62,1.7751,0.0601,0.00000,0.75016
4.62,0.62,1.7986,0.0576,0.00000,0.70101
4.88,0.62,1.8393,0.0570,0.00000,0.64719
5.12,0.62,1.8327,0.0571,0.00000,0.59339
5.38,0.62,1.8326,0.0568,0.00000,0.55344
5.62,0.62,1.8572,0.0532,0.00000,0.52698
5.88,0.62,1.8198,0.0561,0.00000,0.50136
6.12,0.62,1.8508,0.0519,0.00000,0.51074
6.38,0.62,1.8774,0.0497,0.00000,0.52480
6.62,0.62,1.6779,0.1755,0.00000,0.47696
6.88,0.62,1.8458,1.6266,0.00000,0.53617
7.12,0.62,1.9883,7.5262,0.00000,0.60216
7.38,0.62,1.3952,16.6270,0.00000,0.43837
2.62,0.88,0.8442,0.0082,0.00000,0.30173
2.88,0.88,1.5354,0.0251,0.00000,0.59469
3.12,0.88,1.8817,0.0709,0.00000,0.79168
3.38,0.88,1.6982,0.1224,0.00000,0.73723
3.62,0.88,1.6987,0.1220,0.00000,0.70572
3.88,0.88,1.8369,0.0966,0.00000,0.73102
4.12,0.88,1.8112,0.0780,0.00000,0.68556
4.38,0.88,1.8062,0.0615,0.00000,0.63037
4.62,0.88,1.8407,0.0544,0.00000,0.58628
4.88,0.88,1.8430,0.0536,0.00000,0.53508
5.12,0.88,1.8545,0.0559,0.00000,0.49664
5.38,0.88,1.8698,0.0580,0.00000,0.47141
5.62,0.88,1.9177,0.0509,0.00000,0.45813
5.88,0.88,1.9152,0.0511,0.00000,0.43486
6.12,0.88,1.9242,0.0533,0.00000,0.41751
6.38,0.88,1.9721,0.0568,0.00000,0.41628
6.62,0.88,1.7078,0.2019,0.00000,0.37099
6.88,0.88,1.8236,1.7888,0.00000,0.40254
7.12,0.88,2.1179,8.2216,0.00000,0.46173
7.38,0.88,1.5725,18.1599,0.00000,0.34300
2.62,1.12,1.0541,0.0040,0.00000,0.22195
2.88,1.12,1.7003,0.0159,0.00000,0.40876
3.12,1.12,1.8460,0.0473,0.00000,0.52073
3.38,1.12,1.7150,0.0816,0.00000,0.50836
3.62,1.12,1.8926,0.0845,0.00000,0.52635
3.88,1.12,1.9751,0.0696,0.00000,0.55053
4.12,1.12,1.9168,0.0543,0.00000,0.52952
4.38,1.12,1.9867,0.0394,0.00000,0.50590
4.62,1.12,2.0289,0.0349,0.00000,0.47353
4.88,1.12,2.0133,0.0367,0.00000,0.43500
5.12,1.12,2.0412,0.0364,0.00000,0.40925
5.38,1.12,2.0276,0.0351,0.00000,0.39234
5.62,1.12,2.0691,0.0295,0.00000,0.39199
5.88,1.12,2.1177,0.0309,0.00000,0.37887
6.12,1.12,2.0693,0.0376,0.00000,0.34164
6.38,1.12,2.1396,0.0477,0.00000,0.33043
6.62,1.12,1.9223,0.2041,0.00000,0.30042
6.88,1.12,1.9943,1.8040,0.00000,0.31694
7.12,1.12,2.3376,8.2560,0.00000,0.36256
7.38,1.12,1.7735,18.2324,0.00000,0.27235
2.62,1.38,1.3614,0.0029,0.00000,0.18704
2.88,1.38,2.0186,0.0106,0.00000,0.31230
3.12,1.38,1.9673,0.0276,0.00000,0.36581
3.38,1.38,1.8334,0.0429,0.00000,0.37041
3.62,1.38,2.1234,0.0452,0.00000,0.41337
3.88,1.38,2.1491,0.0415,0.00000,0.43683
4.12,1.38,2.0707,0.0308,0.00000,0.42471
4.38,1.38,2.1294,0.0197,0.00000,0.40583
4.62,1.38,2.1479,0.0183,0.00000,0.38110
4.88,1.38,2.1602,0.0219,0.00000,0.36286
5.12,1.38,2.2096,0.0214,0.00000,0.35145
5.38,1.38,2.1724,0.0186,0.00000,0.33461
5.62,1.38,2.1949,0.0161,0.00000,0.33063
5.88,1.38,2.2878,0.0190,0.00000,0.32766
6.12,1.38,2.1398,0.0254,0.00000,0.28980
6.38,1.38,2.1823,0.0308,0.00000,0.27171
6.62,1.38,2.1180,0.1619,0.00000,0.25244
6.88,1.38,2.1935,1.5868,0.00000,0.25692
7.12,1.38,2.5050,7.3455,0.00000,0.28547
7.38,1.38,1.9007,16.2441,0.00000,0.21430
2.62,1.62,1.5804,0.0035,0.00000,0.17407
2.88,1.62,2.1963,0.0117,0.00000,0.26389
3.12,1.62,1.9497,0.0274,0.00000,0.27472
3.38,1.62,1.8408,0.0365,0.00000,0.27881
3.62,1.62,2.2216,0.0314,0.00000,0.32825
3.88,1.62,2.2147,0.0257,0.00000,0.34465
4.12,1.62,2.1756,0.0183,0.00000,0.34211
4.38,1.62,2.1875,0.0118,0.00000,0.33131
4.62,1.62,2.1798,0.0122,0.00000,0.31350
4.88,1.62,2.2278,0.0160,0.00000,0.30554
5.12,1.62,2.2826,0.0153,0.00000,0.30114
5.38,1.62,2.2840,0.0128,0.00000,0.28783
5.62,1.62,2.2770,0.0109,0.00000,0.27468
5.88,1.62,2.3796,0.0135,0.00000,0.27515
6.12,1.62,2.1792,0.0189,0.00000,0.24758
6.38,1.62,2.2081,0.0207,0.00000,0.23029
6.62,1.62,2.3165,0.1282,0.00000,0.22052
6.88,1.62,2.3766,1.3918,0.00000,0.21895
