x,y,rho,contact,casualty,pressure
2.62,0.12,0.3940,0.0005,0.00000,0.48052
2.88,0.12,0.8121,0.0018,0.00000,0.89711
3.12,0.12,1.1987,0.0039,0.00000,1.16717
3.38,0.12,1.2673,0.0056,0.00000,1.09948
3.62,0.12,1.2341,0.0057,0.00000,1.00387
3.88,0.12,1.2953,0.0036,0.00000,1.00724
4.12,0.12,1.3101,0.0014,0.00000,0.95175
4.38,0.12,1.2735,0.0004,0.00000,0.84352
4.62,0.12,1.2884,0.0002,0.00000,0.81370
4.88,0.12,1.3072,0.0004,0.00000,0.82134
5.12,0.12,1.2839,0.0011,0.00000,0.75564
5.38,0.12,1.2967,0.0028,0.00000,0.67803
5.62,0.12,1.3295,0.0058,0.00000,0.63976
5.88,0.12,1.2987,0.0079,0.00000,0.59995
6.12,0.12,1.2993,0.0067,0.00000,0.56799
6.38,0.12,1.3561,0.0113,0.00000,0.58245
6.62,0.12,1.3936,0.1259,0.00000,0.60257
6.88,0.12,1.4332,1.2910,0.00000,0.62603
7.12,0.12,1.1856,5.8259,0.00000,0.55457
7.38,0.12,0.6905,12.7064,0.00000,0.34906
2.62,0.38,0.6105,0.0010,0.00000,0.68178
2.88,0.38,1.1818,0.0041,0.00000,1.20746
3.12,0.38,1.6001,0.0096,0.00000,1.46170
3.38,0.38,1.5440,0.0127,0.00000,1.27912
3.62,0.38,1.4533,0.0112,0.00000,1.11515
3.88,0.38,1.5647,0.0078,0.00000,1.09701
4.12,0.38,1.5866,0.0044,0.00000,1.00865
4.38,0.38,1.5260,0.0018,0.00000,0.87236
4.62,0.38,1.5587,0.0010,0.00000,0.83355
4.88,0.38,1.5972,0.0014,0.00000,0.83289
5.12,0.38,1.5735,0.0020,0.00000,0.76281
5.38,0.38,1.5917,0.0046,0.00000,0.67897
5.62,0.38,1.6338,0.0109,0.00000,0.63577
5.88,0.38,1.5939,0.0158,0.00000,0.59887
6.12,0.38,1.6152,0.0126,0.00000,0.57239
6.38,0.38,1.6569,0.0152,0.00000,0.56817
6.62,0.38,1.5806,0.1504,0.00000,0.53802
6.88,0.38,1.6956,1.6360,0.00000,0.55054
7.12,0.38,1.6063,7.5964,0.00000,0.52203
7.38,0.38,1.0314,16.7504,0.00000,0.34708
2.62,0.62,0.6434,0.0015,0.00000,0.56994
2.88,0.62,1.2622,0.0060,0.00000,1.02739
3.12,0.62,1.6859,0.0142,0.00000,1.24941
3.38,0.62,1.5406,0.0179,0.00000,1.05488
3.62,0.62,1.4203,0.0142,0.00000,0.88041
3.88,0.62,1.5860,0.0110,0.00000,0.86390
4.12,0.62,1.6290,0.0078,0.00000,0.78963
4.38,0.62,1.5679,0.0036,0.00000,0.67399
4.62,0.62,1.6167,0.0018,0.00000,0.63220
4.88,0.62,1.6705,0.0021,0.00000,0.61659
5.12,0.62,1.6547,0.0022,0.00000,0.56850
5.38,0.62,1.6652,0.0044,0.00000,0.51568
5.62,0.62,1.7129,0.0119,0.00000,0.49096
5.88,0.62,1.6811,0.0177,0.00000,0.46822
6.12,0.62,1.7386,0.0131,0.00000,0.45201
6.38,0.62,1.7902,0.0124,0.00000,0.43661
6.62,0.62,1.5572,0.1245,0.00000,0.36923
6.88,0.62,1.7168,1.4182,0.00000,0.36734
7.12,0.62,1.8940,6.6752,0.00000,0.38091
7.38,0.62,1.3381,14.7886,0.00000,0.26813
2.62,0.88,0.5238,0.0021,0.00000,0.29909
2.88,0.88,1.0735,0.0077,0.00000,0.58099
3.12,0.88,1.4815,0.0158,0.00000,0.75726
3.38,0.88,1.3872,0.0163,0.00000,0.65755
3.62,0.88,1.3388,0.0113,0.00000,0.55217
3.88,0.88,1.5213,0.0105,0.00000,0.54782
4.12,0.88,1.5777,0.0100,0.00000,0.50534
4.38,0.88,1.5727,0.0058,0.00000,0.43814
4.62,0.88,1.6334,0.0034,0.00000,0.40618
4.88,0.88,1.6759,0.0030,0.00000,0.38564
5.12,0.88,1.6802,0.0022,0.00000,0.36365
5.38,0.88,1.6796,0.0039,0.00000,0.34364
5.62,0.88,1.7463,0.0091,0.00000,0.33708
5.88,0.88,1.7497,0.0112,0.00000,0.32398
6.12,0.88,1.8242,0.0070,0.00000,0.31409
6.38,0.88,1.9289,0.0055,0.00000,0.30546
6.62,0.88,1.5804,0.0618,0.00000,0.23972
6.88,0.88,1.7088,0.7238,0.00000,0.23300
7.12,0.88,2.0990,3.4209,0.00000,0.26403
7.38,0.88,1.5845,7.5879,0.00000,0.19472
2.62,1.12,0.5488,0.0027,0.00000,0.16867
2.88,1.12,1.1177,0.0096,0.00000,0.34971
3.12,1.12,1.5551,0.0172,0.00000,0.48921
3.38,1.12,1.5388,0.0149,0.00000,0.45815
3.62,1.12,1.5697,0.0094,0.00000,0.40716
3.88,1.12,1.7215,0.0104,0.00000,0.40063
4.12,1.12,1.7541,0.0127,0.00000,0.37057
4.38,1.12,1.8020,0.0113,0.00000,0.33226
4.62,1.12,1.8544,0.0106,0.00000,0.30919
4.88,1.12,1.8599,0.0093,0.00000,0.29055
5.12,1.12,1.8826,0.0055,0.00000,0.27829
5.38,1.12,1.8583,0.0061,0.00000,0.26591
5.62,1.12,1.9406,0.0102,0.00000,0.26125
5.88,1.12,1.9936,0.0089,0.00000,0.24850
6.12,1.12,2.0066,0.0039,0.00000,0.23223
6.38,1.12,2.1269,0.0020,0.00000,0.22955
6.62,1.12,1.7649,0.0217,0.00000,0.18428
6.88,1.12,1.8585,0.2549,0.00000,0.18146
7.12,1.12,2.3345,1.2049,0.00000,0.21343
7.38,1.12,1.8026,2.6729,0.00000,0.16066
2.62,1.38,0.7432,0.0021,0.00000,0.13277
2.88,1.38,1.3977,0.0074,0.00000,0.26719
3.12,1.38,1.8090,0.0131,0.00000,0.36915
3.38,1.38,1.7640,0.0120,0.00000,0.35474
3.62,1.38,1.8232,0.0096,0.00000,0.32356
3.88,1.38,1.9264,0.0103,0.00000,0.31306
4.12,1.38,1.9192,0.0145,0.00000,0.28824
4.38,1.38,1.9868,0.0194,0.00000,0.26384
4.62,1.38,2.0216,0.0218,0.00000,0.24859
4.88,1.38,1.9976,0.0190,0.00000,0.23325
5.12,1.38,2.0490,0.0110,0.00000,0.22440
5.38,1.38,2.0090,0.0105,0.00000,0.21054
5.62,1.38,2.0888,0.0159,0.00000,0.20218
5.88,1.38,2.2027,0.0124,0.00000,0.19412
6.12,1.38,2.1013,0.0046,0.00000,0.17267
6.38,1.38,2.1802,0.0016,0.00000,0.16781
6.62,1.38,1.9147,0.0203,0.00000,0.14171
6.88,1.38,1.9895,0.2433,0.00000,0.14020
7.12,1.38,2.4414,1.1520,0.00000,0.16459
7.38,1.38,1.8878,2.5561,0.00000,0.12501
2.62,1.62,1.0045,0.0014,0.00000,0.12042
2.88,1.62,1.6655,0.0048,0.00000,0.21629
3.12,1.62,1.8753,0.0085,0.00000,0.26931
3.38,1.62,1.7675,0.0098,0.00000,0.25483
3.62,1.62,1.9165,0.0123,0.00000,0.24566
3.88,1.62,1.9912,0.0139,0.00000,0.24102
4.12,1.62,1.9573,0.0171,0.00000,0.22071
4.38,1.62,2.0411,0.0230,0.00000,0.20668
4.62,1.62,2.0786,0.0229,0.00000,0.19951
4.88,1.62,2.0425,0.0185,0.00000,0.18568
5.12,1.62,2.1333,0.0114,0.00000,0.17872
5.38,1.62,2.1190,0.0128,0.00000,0.16645
5.62,1.62,2.1794,0.0194,0.00000,0.15638
5.88,1.62,2.3357,0.0142,0.00000,0.15382
6.12,1.62,2.1243,0.0047,0.00000,0.13249
6.38,1.62,2.1733,0.0016,0.00000,0.12635
6.62,1.62,2.0824,0.0289,0.00000,0.11417
6.88,1.62,2.1579,0.3517,0.00000,0.11081
7.12,1.62,2.5425,1.6664,0.00000,0.12550
7.38,1.62,1.9538,3.6979,0.00000,0.09537
2.62,1.88,1.3130,0.0007,0.00000,0.11804
2.88,1.88,1.9414,0.0023,0.00000,0.18618
3.12,1.88,1.8838,0.0043,0.00000,0.19825
3.38,1.88,1.7660,0.0064,0.00000,0.18127
3.62,1.88,2.0704,0.0118,0.00000,0.19033
3.88,1.88,2.1199,0.0155,0.00000,0.19167
4.12,1.88,2.0673,0.0155,0.00000,0.17703
4.38,1.88,2.1334,0.0163,0.00000,0.16788
4.62,1.88,2.1666,0.0131,0.00000,0.16282
4.88,1.88,2.1274,0.0091,0.00000,0.14970
5.12,1.88,2.2360,0.0061,0.00000,0.14399
5.38,1.88,2.2708,0.0082,0.00000,0.13644
5.62,1.88,2.2934,0.0128,0.00000,0.12646
5.88,1.88,2.4480,0.0102,0.00000,0.12478
6.12,1.88,2.1501,0.0039,0.00000,0.10537
6.38,1.88,2.1841,0.0013,0.00000,0.10043
6.62,1.88,2.2761,0.0174,0.00000,0.09736
6.88,1.88,2.3658,0.2121,0.00000,0.09343
7.12,1.88,2.6784,1.0049,0.00000,0.10133
7.38,1.88,2.0392,2.2299,0.00000,0.07645
2.62,2.12,1.5613,0.0002,0.00000,0.10526
2.88,2.12,2.1608,0.0006,0.00000,0.15268
3.12,2.12,1.9069,0.0015,0.00000,0.14434
3.38,2.12,1.8190,0.0039,0.00000,0.13129
3.62,2.12,2.2308,0.0083,0.00000,0.14756
3.88,2.12,2.2452,0.0101,0.00000,0.14777
4.12,2.12,2.1999,0.0093,0.00000,0.13954
4.38,2.12,2.2008,0.0091,0.00000,0.13353
4.62,2.12,2.2245,0.0059,0.00000,0.13011
4.88,2.12,2.2175,0.0030,0.00000,0.12101
5.12,2.12,2.3208,0.0032,0.00000,0.11664
5.38,2.12,2.4130,0.0051,0.00000,0.11343
5.62,2.12,2.3931,0.0066,0.00000,0.10330
5.88,2.12,2.5129,0.0065,0.00000,0.10043
6.12,2.12,2.1552,0.0043,0.00000,0.08355
6.38,2.12,2.1676,0.0018,0.00000,0.07841
6.62,2.12,2.4081,0.0045,0.00000,0.07986
6.88,2.12,2.5064,0.0476,0.00000,0.07775
7.12,2.12,2.7432,0.2242,0.00000,0.08273
7.38,2.12,2.0700,0.4974,0.00000,0.06212
2.62,2.38,1.7198,0.0005,0.00000,0.08834
2.88,2.38,2.2886,0.0017,0.00000,0.12090
3.12,2.38,1.9074,0.0033,0.00000,0.10525
3.38,2.38,1.8531,0.0053,0.00000,0.09913
3.62,2.38,2.3105,0.0072,0.00000,0.11740
3.88,2.38,2.3173,0.0056,0.00000,0.11485
4.12,2.38,2.3201,0.0039,0.00000,0.11137
4.38,2.38,2.2244,0.0040,0.00000,0.10804
4.62,2.38,2.2426,0.0024,0.00000,0.10727
4.88,2.38,2.3018,0.0014,0.00000,0.10214
5.12,2.38,2.3954,0.0033,0.00000,0.09792
5.38,2.38,2.5482,0.0057,0.00000,0.09720
5.62,2.38,2.4818,0.0057,0.00000,0.08676
5.88,2.38,2.5425,0.0075,0.00000,0.08253
6.12,2.38,2.1546,0.0091,0.00000,0.06856
