x,y,rho,contact,casualty,pressure
2.62,0.12,0.3513,0.0020,0.00000,0.33973
2.88,0.12,0.6964,0.0069,0.00000,0.62504
3.12,0.12,1.0198,0.0137,0.00000,0.81946
3.38,0.12,1.1396,0.0215,0.00000,0.81280
3.62,0.12,1.1906,0.0331,0.00000,0.78392
3.88,0.12,1.2888,0.0338,0.00000,0.80502
4.12,0.12,1.3456,0.0259,0.00000,0.78142
4.38,0.12,1.3501,0.0333,0.00000,0.72036
4.62,0.12,1.3579,0.0571,0.00000,0.67725
4.88,0.12,1.3430,0.0681,0.00000,0.63605
5.12,0.12,1.3034,0.0409,0.00000,0.58511
5.38,0.12,1.2746,0.0140,0.00000,0.55501
5.62,0.12,1.2605,0.0107,0.00000,0.54812
5.88,0.12,1.2336,0.0145,0.00000,0.53688
6.12,0.12,1.2708,0.0170,0.00000,0.55531
6.38,0.12,1.3494,0.0211,0.00000,0.61816
6.62,0.12,1.3643,0.0751,0.00000,0.65814
6.88,0.12,1.3692,0.7064,0.00000,0.68580
7.12,0.12,1.1324,3.2013,0.00000,0.62336
7.38,0.12,0.6669,6.9968,0.00000,0.40118
2.62,0.38,0.6094,0.0030,0.00000,0.51868
2.88,0.38,1.1641,0.0107,0.00000,0.93639
3.12,0.38,1.5667,0.0218,0.00000,1.16604
3.38,0.38,1.5348,0.0337,0.00000,1.05536
3.62,0.38,1.4700,0.0457,0.00000,0.94665
3.88,0.38,1.5730,0.0391,0.00000,0.94195
4.12,0.38,1.6028,0.0262,0.00000,0.87966
4.38,0.38,1.5765,0.0325,0.00000,0.78647
4.62,0.38,1.6094,0.0482,0.00000,0.73622
4.88,0.38,1.6237,0.0494,0.00000,0.69186
5.12,0.38,1.5993,0.0302,0.00000,0.63762
5.38,0.38,1.6016,0.0138,0.00000,0.61123
5.62,0.38,1.6202,0.0143,0.00000,0.61635
5.88,0.38,1.5917,0.0183,0.00000,0.60647
6.12,0.38,1.6267,0.0161,0.00000,0.61426
6.38,0.38,1.6712,0.0176,0.00000,0.65437
6.62,0.38,1.6030,0.0978,0.00000,0.65399
6.88,0.38,1.6963,1.0233,0.00000,0.68112
7.12,0.38,1.5816,4.7495,0.00000,0.65393
7.38,0.38,1.0107,10.4767,0.00000,0.43710
2.62,0.62,0.6983,0.0024,0.00000,0.46699
2.88,0.62,1.3512,0.0088,0.00000,0.87956
3.12,0.62,1.7812,0.0187,0.00000,1.11357
3.38,0.62,1.6221,0.0298,0.00000,0.95481
3.62,0.62,1.4920,0.0384,0.00000,0.80126
3.88,0.62,1.6307,0.0309,0.00000,0.79208
4.12,0.62,1.6652,0.0214,0.00000,0.73725
4.38,0.62,1.6337,0.0248,0.00000,0.64937
4.62,0.62,1.6732,0.0275,0.00000,0.59775
4.88,0.62,1.6983,0.0224,0.00000,0.55504
5.12,0.62,1.6980,0.0140,0.00000,0.51476
5.38,0.62,1.7193,0.0083,0.00000,0.50270
5.62,0.62,1.7582,0.0096,0.00000,0.51337
5.88,0.62,1.7406,0.0114,0.00000,0.50415
6.12,0.62,1.7835,0.0092,0.00000,0.50541
6.38,0.62,1.8076,0.0134,0.00000,0.52157
6.62,0.62,1.6040,0.0986,0.00000,0.48110
6.88,0.62,1.7675,1.0304,0.00000,0.49840
7.12,0.62,1.9067,4.8045,0.00000,0.51588
7.38,0.62,1.3333,10.6273,0.00000,0.36112
2.62,0.88,0.6236,0.0012,0.00000,0.28742
2.88,0.88,1.2158,0.0043,0.00000,0.57715
3.12,0.88,1.5989,0.0093,0.00000,0.76407
3.38,0.88,1.4719,0.0144,0.00000,0.65207
3.62,0.88,1.4380,0.0180,0.00000,0.53916
3.88,0.88,1.6021,0.0161,0.00000,0.53853
4.12,0.88,1.6434,0.0153,0.00000,0.51169
4.38,0.88,1.6563,0.0175,0.00000,0.46158
4.62,0.88,1.6913,0.0129,0.00000,0.42238
4.88,0.88,1.7046,0.0067,0.00000,0.38765
5.12,0.88,1.7359,0.0042,0.00000,0.36330
5.38,0.88,1.7498,0.0034,0.00000,0.35579
5.62,0.88,1.7885,0.0039,0.00000,0.36012
5.88,0.88,1.7966,0.0037,0.00000,0.35097
6.12,0.88,1.8582,0.0037,0.00000,0.34828
6.38,0.88,1.9372,0.0112,0.00000,0.35484
6.62,0.88,1.6212,0.0896,0.00000,0.30529
6.88,0.88,1.7581,0.9205,0.00000,0.31270
