x,y,rho,contact,casualty,pressure
2.62,0.12,0.2451,0.0000,0.00000,0.12909
2.88,0.12,0.4415,0.0000,0.00000,0.22406
3.12,0.12,0.5542,0.0000,0.00000,0.25924
3.38,0.12,0.5169,0.0000,0.00000,0.21918
3.62,0.12,0.4985,0.0000,0.00000,0.21530
3.88,0.12,0.5610,0.0000,0.00000,0.25036
4.12,0.12,0.5863,0.0000,0.00000,0.25097
4.38,0.12,0.5506,0.0000,0.00000,0.23201
4.62,0.12,0.5356,0.0000,0.00000,0.23394
4.88,0.12,0.5587,0.0000,0.00000,0.24570
5.12,0.12,0.5704,0.0000,0.00000,0.24664
5.38,0.12,0.5647,0.0000,0.00000,0.24619
5.62,0.12,0.5657,0.0000,0.00000,0.25648
5.88,0.12,0.5665,0.0005,0.00000,0.26381
6.12,0.12,0.5713,0.0026,0.00000,0.27243
6.38,0.12,0.5803,0.0054,0.00000,0.29121
6.62,0.12,0.5780,0.0112,0.00000,0.31473
6.88,0.12,0.5951,0.0749,0.00000,0.36460
7.12,0.12,0.5286,0.3336,0.00000,0.35265
7.38,0.12,0.3303,0.7301,0.00000,0.22889
2.62,0.38,0.4673,0.0000,0.00000,0.22875
2.88,0.38,0.8861,0.0000,0.00000,0.41629
3.12,0.38,1.1830,0.0000,0.00000,0.50670
3.38,0.38,1.1289,0.0000,0.00000,0.42937
3.62,0.38,1.0274,0.0000,0.00000,0.39440
3.88,0.38,1.1186,0.0000,0.00000,0.45129
4.12,0.38,1.2027,0.0000,0.00000,0.46593
4.38,0.38,1.1450,0.0000,0.00000,0.43306
4.62,0.38,1.0931,0.0000,0.00000,0.42788
4.88,0.38,1.1356,0.0000,0.00000,0.45115
5.12,0.38,1.1671,0.0000,0.00000,0.45960
5.38,0.38,1.1500,0.0000,0.00000,0.46132
5.62,0.38,1.1420,0.0001,0.00000,0.48033
5.88,0.38,1.1396,0.0007,0.00000,0.49609
6.12,0.38,1.1578,0.0037,0.00000,0.52152
6.38,0.38,1.1678,0.0087,0.00000,0.55681
6.62,0.38,1.1535,0.0332,0.00000,0.59609
6.88,0.38,1.2234,0.2974,0.00000,0.70645
7.12,0.38,1.1129,1.3667,0.00000,0.69728
7.38,0.38,0.6996,3.0131,0.00000,0.45567
2.62,0.62,0.5234,0.0000,0.00000,0.23138
2.88,0.62,1.0838,0.0000,0.00000,0.45902
3.12,0.62,1.5942,0.0000,0.00000,0.61266
3.38,0.62,1.5947,0.0000,0.00000,0.53654
3.62,0.62,1.3697,0.0000,0.00000,0.45158
3.88,0.62,1.4133,0.0000,0.00000,0.49535
4.12,0.62,1.5691,0.0000,0.00000,0.53435
4.38,0.62,1.5319,0.0000,0.00000,0.50441
4.62,0.62,1.4364,0.0000,0.00000,0.48456
4.88,0.62,1.4794,0.0000,0.00000,0.51152
5.12,0.62,1.5341,0.0000,0.00000,0.53133
5.38,0.62,1.5146,0.0000,0.00000,0.53844
5.62,0.62,1.4941,0.0000,0.00000,0.55909
5.88,0.62,1.4889,0.0005,0.00000,0.58162
6.12,0.62,1.5301,0.0025,0.00000,0.62837
6.38,0.62,1.5287,0.0074,0.00000,0.66861
6.62,0.62,1.4987,0.0480,0.00000,0.70380
6.88,0.62,1.6462,0.4833,0.00000,0.85340
7.12,0.62,1.5267,2.2439,0.00000,0.85682
7.38,0.62,0.9595,4.9586,0.00000,0.56159
2.62,0.88,0.3347,0.0000,0.00000,0.13252
2.88,0.88,0.8031,0.0000,0.00000,0.30359
3.12,0.88,1.3551,0.0000,0.00000,0.46904
3.38,0.88,1.4695,0.0000,0.00000,0.45133
3.62,0.88,1.2320,0.0000,0.00000,0.35804
3.88,0.88,1.1823,0.0000,0.00000,0.36012
4.12,0.88,1.3403,0.0000,0.00000,0.40482
4.38,0.88,1.3719,0.0000,0.00000,0.39725
4.62,0.88,1.2811,0.0000,0.00000,0.37333
4.88,0.88,1.2887,0.0000,0.00000,0.38838
5.12,0.88,1.3405,0.0000,0.00000,0.40859
5.38,0.88,1.3387,0.0000,0.00000,0.41850
5.62,0.88,1.3159,0.0000,0.00000,0.43065
5.88,0.88,1.3154,0.0001,0.00000,0.45257
6.12,0.88,1.3745,0.0007,0.00000,0.50546
6.38,0.88,1.3537,0.0029,0.00000,0.53212
6.62,0.88,1.3110,0.0277,0.00000,0.54188
6.88,0.88,1.4925,0.2917,0.00000,0.66241
7.12,0.88,1.4059,1.3592,0.00000,0.67013
7.38,0.88,0.8805,3.0061,0.00000,0.43837
2.62,1.12,0.1573,0.0000,0.00000,0.05443
2.88,1.12,0.4624,0.0000,0.00000,0.15103
3.12,1.12,0.9063,0.0000,0.00000,0.27718
