v0,seed,T_evac,J,J_over_v0,N_exited,N_injured,N_stuck,cleared,wall_s
6.5,17,400.0,0.0275,0.004230769230769231,11,17,172,0,34.08
7.0,6,400.0,0.11,0.015714285714285715,44,29,127,0,25.65
6.5,19,118.0,0.01694915254237288,0.002607561929595828,2,18,180,0,36.17
7.0,0,365.85200000000003,0.008200037173501852,0.001171433881928836,3,35,162,0,36.42
7.0,4,400.0,0.06,0.008571428571428572,24,25,151,0,29.51
7.0,3,190.86466666666666,0.015717943254731973,0.0022454204649617103,3,19,178,0,35.19
7.0,16,400.0,0.2475,0.03535714285714286,99,27,74,0,20.93
7.0,9,400.0,0.0375,0.005357142857142857,15,26,159,0,31.8
7.0,12,241.3292857142857,0.11602404539144796,0.01657486362734971,28,28,144,0,29.16
7.5,0,261.98431372549015,0.389336287159836,0.0519115049546448,102,39,59,0,17.16
7.5,3,189.1944827586207,0.76640712713063,0.10218761695075067,145,26,29,0,11.39
7.5,1,350.19069767441863,0.24558048106679414,0.03274406414223922,86,34,80,0,17.25
7.0,11,400.0,0.0075,0.0010714285714285715,3,21,176,0,35.31
7.0,15,400.0,0.0325,0.004642857142857143,13,23,164,0,32.24
7.0,14,207.044,0.019319564923397925,0.0027599378461997037,4,27,169,0,35.09
7.0,18,223.27818181818185,0.049265897412929645,0.007037985344704235,11,21,168,0,34.27
7.0,17,50.266266666666674,0.059682172537181985,0.008526024648168855,3,23,174,0,36.48
7.0,19,394.31666666666666,0.0076080983980726154,0.0010868711997246594,3,21,176,0,35.56
7.5,7,151.71026315789476,0.5009549019165688,0.06679398692220917,76,36,88,0,20.26
7.5,2,305.5968421052632,0.06217341733346651,0.008289788977795535,19,38,143,0,29.87
7.5,9,400.0,0.23,0.03066666666666667,92,37,71,0,19.75
7.5,13,155.87576470588237,0.5453060657657983,0.07270747543543978,85,34,81,0,17.59
7.5,4,400.0,0.035,0.004666666666666667,14,35,151,0,31.69
7.5,5,371.21625,0.04310156142140868,0.0057468748561878245,16,22,162,0,31.54
7.5,12,150.70125000000002,0.530851602093546,0.0707802136124728,80,28,92,0,19.95
7.5,6,66.37475,0.12052776093318618,0.016070368124424823,8,39,153,0,34.35
7.5,15,218.1891304347826,0.4216525351958313,0.05622033802611084,92,26,82,0,17.73
7.5,8,400.0,0.0375,0.005,15,38,147,0,32.46
7.5,11,400.0,0.03,0.004,12,31,157,0,33.26
7.5,10,400.0,0.02,0.0026666666666666666,8,32,160,0,33.73
8.0,1,118.08048780487803,0.694441575609857,0.08680519695123212,82,39,79,0,17.34
8.0,3,214.37973333333332,0.3498465029032595,0.04373081286290744,75,45,80,0,19.23
7.5,14,170.9965,0.023392291655092354,0.0031189722206789805,4,30,166,0,35.18
8.0,5,182.81617647058823,0.371958331657483,0.046494791457185373,68,40,92,0,20.64
8.0,0,400.0,0.1125,0.0140625,45,43,112,0,26.93
7.5,16,146.869,0.05447031027650491,0.007262708036867321,8,30,162,0,32.88
8.0,9,246.4082644628099,0.49105495817597616,0.06138186977199702,121,37,42,0,13.71
7.5,18,400.0,0.0125,0.0016666666666666668,5,33,162,0,33.84
7.5,17,58.93280000000001,0.05090543805826296,0.006787391741101728,3,34,163,0,36.35
7.5,19,400.0,0.0075,0.001,3,35,162,0,34.69
8.0,4,224.6957142857143,0.06230648432483294,0.007788310540604118,14,39,147,0,31.36
8.0,2,400.0,0.02,0.0025,8,45,147,0,33.5
8.0,6,342.8728,0.07291333695761228,0.009114167119701535,25,45,130,0,29.41
8.0,7,149.2294117647059,0.1139185620245181,0.014239820253064762,17,39,144,0,30.47
8.0,13,400.0,0.2025,0.0253125,81,50,69,0,18.23
8.0,8,279.43771428571426,0.025050305102491534,0.003131288137811442,7,54,139,0,33.66
8.0,10,193.64199999999997,0.046477520372646436,0.0058096900465808045,9,44,147,0,32.21
8.0,12,184.055,0.1086631713346554,0.013582896416831925,20,41,139,0,28.02
8.0,11,118.79733333333334,0.050506184201665576,0.006313273025208197,6,47,147,0,32.81
8.0,16,400.0,0.05,0.00625,20,41,139,0,27.44
8.0,14,400.0,0.0125,0.0015625,5,34,161,0,31.42
8.0,15,305.5628571428571,0.022908543484155705,0.002863567935519463,7,37,156,0,30.28
8.0,18,320.4527272727273,0.034326435894671735,0.004290804486833967,11,44,145,0,28.02
8.0,17,86.92080000000001,0.05752363070749463,0.007190453838436829,5,40,155,0,30.3
8.0,19,400.0,0.0075,0.0009375,3,41,156,0,29.02
